@type	@id	@lat	@lon	name	brand	operator	shop	opening_hours	addr:city	addr:postcode	addr:street	website	phone
node	307064181	62.0718750	9.1232790	Bunnpris Dombås	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00, Su 11:00-20:00"					+47 61241355
node	307110637	60.3816070	5.3118310	Spar Karensfryd	Spar		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00"					+47 55342045
node	307507713	59.9102700	10.7254590	Coop Mega Aker brygge	Coop Mega		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-aker-brygge-4559	+47 22 01 78 60
node	307508648	59.9306170	10.7160660	Extra Majorstuen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-majorstuen-4055	+47 22 69 73 20
node	308128399	63.7351000	11.2829000	Extra Moan Levanger	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-moan-levanger-2471	+47 90 36 52 10
node	308511621	58.8514429	5.7296874	Spar Byhagen	Spar		supermarket	"Mo-Fr 07:00-23:00, Sa 09:00-20:00"					+47 51667099
node	308511623	58.8484507	5.7406973	Helgø Meny Sandnes	Meny		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-20:00"					+47 51609700
node	308512769	58.8494660	5.7381020	Extra Sandnes	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-sandnes-2452	+47 47 51 32 42
node	309065135	60.3916926	5.3200343	7-Eleven Engen	7-Eleven		convenience	"Mo-We,Su 09:30-23:00; Th-Fr 09:30-03:00; Sa 09:30-03:30"					
node	309473162	59.8830760	10.7840790	Joker Holtet	Joker		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-22:00, Su 10:00-22:00"				https://joker.no/finn-butikk/joker-holtet	+47 22280704
node	309494000	60.3821650	5.3041350	Kiwi Hamrehjørnet	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 55341015
node	312135676	59.4427198	10.6189463	Kiwi Refsnes	Kiwi		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00"				https://kiwi.no/Finn-butikk/kiwi-596-refsnes	+47 69273011
node	315230158	59.9114810	10.7486840	Deli de Luca			convenience						
node	315897137	59.6217112	9.6828272	Kiwi Skollenborg	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 32764970
node	320975502	62.2864350	11.7352860	Nærbutikken Tufsingdal	Nærbutikken		supermarket	Mo-Su 06:00-22:00					+47 47700083
node	321022113	61.3725590	11.9548790	Nærbutikken Slettås handelslag	Nærbutikken		supermarket	"Mo-We 10:00-17:00, Th 11:00-18:00, Fr 10:00-18:00, Sa 09:00-15:00"					+47 62450910
node	322839917	61.5291940	10.1414840	Kiwi Ringebu	Kiwi		supermarket	"Mo-Sa 07:00-23:00, Su 09:00-21:00"					+47 61280519
node	323126223	59.6175810	10.4080930	Rema 1000 Svelvik	Rema 1000		supermarket	Mo-Sa 07:00-23:00				https://www.rema.no/butikker/buskerud/svelvik/rema-1000-svelvik	+47 33784395
node	323126700	59.5976470	10.4002630	Extra Svelvik	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-svelvik-4203	+47 33 77 22 88
node	329416257	59.4178352	10.6866041	Meny Høyden	Meny		supermarket	"Mo-Fr 07:00-21:00, Sa 08:00-19:00"					+47 69232800
node	329724092	59.6190547	11.0787613	Kiwi Spydeberg	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 69835310
node	329724142	59.6155481	11.0764775	Rema 1000 Spydeberg	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 69837970
node	329724145	59.6152488	11.0799151	Extra Spydeberg	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-spydeberg-1069	+47 69 83 69 70
node	330330605	58.6701590	7.8054720	Coop Prix Byglandsfjord	Coop Prix		supermarket	Mo-Sa 06:00-24:00				https://www.coop.no/butikker/coop-prix/coop-prix-byglandsfjord-1332	+47 90 93 13 55
node	335585355	59.9218170	10.7051180	Kiwi Frognerveien	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22563492
node	338773226	59.9694580	11.0509710	Kiwi Kjeller	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 63816750
node	339701244	60.3155830	5.2704930	Kiwi Søreide	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/	+47 55913198
node	339713388	59.6653252	10.7919632	Extra Raveien	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-raveien-3313	+47 64 97 33 00
node	341103177	59.7868061	10.2456101	Bakerikvartalet			supermarket						
node	341410664	59.2724711	10.4707809	Extra Tolvsrød torg	Extra		supermarket	Mo-Sa 07:00-23:00					
node	341411230	59.2726370	10.4632110	Meny Tolvsrød	Meny		supermarket	Mo-Sa 08:00-22:00					+47 33414160
node	343270608	60.3086190	5.2715380	Meny Dolviken	Meny		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-20:00"				https://meny.no/Finn-butikk/MENY-Dolviken/	+47 55526200
node	345822585	61.1526450	10.6908270	Kiwi Sjusjøen	Kiwi		supermarket	Mo-Su 09:00-21:00				https://kiwi.no/finn-butikk/kiwi-007-sjusjoen	+47 62341300
node	346879044	60.3039459	5.3376707	Spar Skjoldtun	Spar		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-20:00"					+47 55117210
node	347483777	59.9082608	10.7790482	Rema 1000 Jordal	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 23300075
node	347483785	59.9072700	10.7808180	Extra St. Halvardsgate	Extra		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-23:00"				https://www.coop.no/butikker/extra/extra-st-halvardsgate-4276	+47 22 68 17 29
node	353367644	59.9635408	10.7369801	Meny Kringsjå	Meny		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-19:00"					+47 23008585
node	354475947	59.9086180	10.7679467	Joker Gamlebyen	Joker		supermarket	Mo-Fr 06:30-23:00; Sa-Su 08:00-23:00					+47 40630077
node	355542182	59.9632960	10.8923210	Kiwi Romsås	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22106727
node	356303843	59.2515000	10.9964710	Rema 1000 Dikeveien	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 69364730
node	356370654	59.5595040	7.3561620	Extra Hovden	Extra		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00, Su 10:00-18:00"					
node	356370667	59.5597140	7.3576670	Kiwi Hovden	Kiwi		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00, Su 10:00-18:00"					+47 37939856
node	356764440	60.3483410	5.2926080	Kiwi Oasen	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/Kiwi-Oasen/	+47 55161260
node	358363208	59.9442480	10.7594680	Kiwi Bjølsen	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22181531
node	358411391	59.9096610	10.7951080	Coop Prix Etterstad	Coop Prix		supermarket	"Mo-Fr 07:00-23:00, Sa 09:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-etterstad-1120	+47 23 24 07 35
node	359891653	62.5950440	9.6917560	Coop Mega Oppdal	Coop Mega		supermarket	"Mo-Fr 07:00-22:00, Sa 07:00-20:00, Su 10:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-oppdal-1652	+47 40 44 73 26
node	359891663	62.5948550	9.6932030	Bunnpris Oppdal	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-22:00, Su 11:00-21:00"					+47 72421320
node	359965858	59.8785080	8.5879760	Kiwi Rjukan sentrum	Kiwi		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00, Su 10:00-18:00"					+47 35090480
node	364548431	60.1434130	11.1910700	Rema 1000 Gystadparken	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 67024680
node	364962916	60.9195678	9.4226092	Kiwi Aurdal	Kiwi		supermarket	"Mo-Fr 08:00-23:00, Sa 08:00-21:00, Su 10:00-21:00"					+47 61365109
node	365152689	59.9224750	10.8566420	Extra Haugerud senter	Extra		supermarket	Mo-Sa 07:00-23:00					
node	365154970	59.9164760	10.8484950	Rema 1000 Hellerud	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 22755700
node	365558109	59.2258320	10.4081420	Rema 1000 Borgheim	Rema 1000		supermarket	"Mo-Fr 06:00-23:00, Sa 07:00-23:00"				https://butikk.rema.no/REMA+1000+Borgheim/234093	+47 99573000
node	366611331	61.3287560	10.1047362	Joker Skeikampen	Joker		supermarket	"Mo-Th 09:00-18:00, Fr 09:00-21:00, Sa 09:00-18:00, Su 10:00-18:00"					+47 91589332
node	367854288	60.1433550	11.1648840	Obs Jessheim	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/obs/obs-jessheim-2230	+47 63 92 91 30
node	367856955	60.1430605	11.1722879	Meny Jessheim	Meny		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-19:00"					+47 63986920
node	371883790	58.9575945	5.6987439	Kiwi Eiganes	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 51550251
node	373122853	58.9699280	5.7160870	Coop Prix Misjonsveien	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa-Su 09:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-misjonsveien-1297	+47 51 52 33 96
node	373668567	58.9704856	5.7313346	7-Eleven Sjøhuset	7-Eleven		convenience						
node	373669398	58.9666840	5.7338240	Rema 1000 Byterminalen	Rema 1000		supermarket	"Mo-Fr 07:00-23:00, Sa 07:00-21:00"					+47 51567601
node	375676275	64.0753300	11.2227330	Coop Prix Malm	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-malm-1628	+47 94 17 34 30
node	376043767	58.9282220	5.6081600	Joker Tananger	Joker		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-22:00, Su 09:00-22:00"					+47 48386325
node	382917154	63.4321100	10.3936870	Bunnpris Munkegaten	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-21:00"				https://www.bunnpris.no/butikker/bunnpris-munkegaten	+47 73521700
node	383999730	59.9190318	10.7515978	Kiwi Fredensborg	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22360137
node	384003082	59.9376750	10.7349220	Kiwi Ullevål	Kiwi		supermarket	"Mo-Fr 07:00-23:00, Sa 07:00-21:00"					+47 22466111
node	385145894	60.1400080	11.1868620	Kiwi Gystad	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 63975900
node	387530378	63.4323790	10.4173100	Bunnpris Rosenborg	Bunnpris		supermarket	"Mo-Fr 09:00-21:00, Sa 10:00-18:00"					+47 47769274
node	387620716	60.3597204	5.1242400	Obs Sartor	Obs		supermarket	"Mo-Fr 09:00-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/obs/obs-sartor-2408	+47 56 31 55 00
node	387620717	59.3951800	5.3332430	Obs Haugesund	Obs		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-19:00"				https://www.coop.no/butikker/obs/obs-haugesund-2235	+47 91 56 12 00
node	387620718	60.2970100	5.3308100	Obs Lagunen	Obs		supermarket	"Mo-Fr 09:00-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/obs/obs-lagunen-2267	+47 55 11 84 00
node	387620721	58.7357440	5.6397170	Obs Bryne	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/obs/obs-bryne-1255	+47 48 01 80 64
node	387620723	58.8764080	5.7230500	Obs Kvadrat	Obs		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-19:00"				https://www.coop.no/butikker/obs/obs-kvadrat-2250	+47 51 96 37 00
node	387620725	62.4669582	6.3505351	Obs Stormoa	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/obs/obs-stormoa-2275	+47 97 99 52 00
node	387620726	58.1770595	8.1269514	Coop Obs Sørlandssenteret			supermarket						
node	387620727	58.4642250	8.7087210	Obs Arendal	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/obs/obs-arendal-2254	+47 91 65 64 00
node	387620728	59.7562220	10.0007850	Obs Buskerud	Obs		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-20:00"				https://www.coop.no/butikker/obs/obs-buskerud-2227	+47 32 23 61 00
node	387620732	59.7392903	10.7703268	Obs Vinterbro	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/obs/obs-vinterbro-2202	+47 64 97 88 00
node	387620740	59.2877600	11.0826860	Extra Tune	Extra		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-21:00"				https://www.coop.no/butikker/extra/extra-tune-2531	+47 69 97 16 00
node	387620744	59.5788476	11.2772659	Obs Slitu	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/obs/obs-slitu-2224	+47 69 84 65 00
node	387620748	59.4155087	10.6812185	Obs Rygge	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/obs/obs-rygge-2226	+47 69 26 22 50
node	387620750	69.6743196	18.9209033	Obs Tromsø	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/obs/obs-tromso-2370	+47 977 49 035
node	388117129	58.9520330	5.6572830	Extra Madla	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-madla-4750	+47 51 55 50 84
node	388585491	58.9718060	5.7490700	Coop Prix Badedammen	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 07:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-badedammen-2430	+47 51 52 02 10
node	389050340	58.9039292	5.6623126	Kiwi Joa	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 51640647
node	390044183	60.4674810	5.3459640	Kiwi Nyborg	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 55184400
node	391076743	68.3425040	16.8321300	Extra Ballangen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-ballangen-1854	+47 48 28 16 76
node	391098285	62.3822140	6.9931650	Joker Stordal	Joker		supermarket	"Mo-Fr 08:00-20:00, Sa 09:00-19:00, Su 12:00-18:00"					+47 70278051
node	391098426	62.3817530	6.9858950	Coop Prix Stordal	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00, Su 12:00-18:00"				https://www.coop.no/butikker/coop-prix/coop-prix-stordal-1508	+47 97 99 52 75
node	391254962	60.3475100	5.3355610	Rema 1000 Fjøsanger	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 55119570
node	391255128	60.3486700	5.3359640	Spar Fjøsanger	Spar		supermarket	"Mo-Fr 06:30-22:00, Sa 08:00-21:00"					+47 55282900
node	393150756	59.7371640	7.5660950	Spar Haukeli	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 99101882
node	393339712	60.9960550	8.9890290	Joker Vaset	Joker		supermarket	"Mo-Th 09:00-20:00, Fr 09:00-21:00, Sa 09:00-18:00, Su 10:00-18:00"					+47 61363055
node	401254963	58.9360530	5.5872080	Kiwi Tananger	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 51648850
node	401273128	59.2061425	10.9370064	Kiwi Kråkerøybrua	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/kiwi-537-krakeroybrua	+47 69348982
node	409169166	59.7437930	10.3391670	Rema 1000 Spikkestad	Rema 1000		supermarket	Mo-Sa 07:00-23:00				https://www.rema.no/butikker/akershus/royken/rema-1000-spikkestad/	+47 90271592
node	411008875	59.7445790	10.3411660	Kiwi Spikkestad	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/finn-butikk/kiwi-318-spikkestad	+47 31290850
node	411324924	62.7444460	7.1870490	Coop Prix Granlia	Coop Prix		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-granlia-1513	+47 97 99 49 60
node	411853552	58.8924100	5.7217180	Extra Petroleumsveien	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-petroleumsveien-4063	+47 51 57 51 10
node	413131146	59.0635660	5.6776790	Kiwi Mosterøy	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 51724244
node	413575767	59.8702020	10.7727530	Joker Ulvøya	Joker		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-21:00, Su 10:00-19:00"					+47 22288060
node	415768194	59.9233216	5.7983519				convenience						
node	416085036	59.9862580	6.0095490	Spar Rosendal	Spar		supermarket	"Mo-Fr 06:30-22:00, Sa 08:00-20:00, Su 12:00-18:00"				https://spar.no/finn-butikk/eurospar-rosendal	+47 53482550
node	416095106	59.8321930	5.7834340	Spar Valen	Spar		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-20:00"					+47 53471705
node	416837967	59.1511100	8.8127160	Joker Tørdal	Joker		supermarket	Mo-Sa 09:00-18:00					+47 35998236
node	416849881	59.2171148	8.7711503	Coop Marked Tørdal	Coop Marked		supermarket	"Mo-Th 09:00-17:00, Fr 09:00-18:00, Sa 09:00-16:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-tordal-1178	+47 35 99 92 70
node	417653848	59.3803507	10.4547577	Kiwi Borre	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 33041238
node	418089814	58.9509750	5.7269260	Extra Bekkefaret	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-bekkefaret-1306	+47 51 88 39 79
node	418491454	60.3756340	5.3043480	Coop Prix Melkeplassen	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-melkeplassen-1465	+47 55 34 12 25
node	418507891	58.9611090	5.6103880	Kiwi Sunde	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 51594510
node	427720489	59.7642800	10.8522930	Kiwi Bøleråsen senter	Kiwi		supermarket	"Mo-Fr 07:00-23:00, Sa 09:00-21:00"					+47 64862920
node	428063052	59.9210090	10.6777220	Coop Mega Sjølyst	Coop Mega		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-sjolyst-4307	+47 24 11 61 70
node	428063062	59.9206935	10.6836058	Meny Skøyen	Meny		supermarket	"Mo-Fr 07:00-21:00, Sa 09:00-20:00"					+47 23276900
node	428918895	59.1146600	9.6458840	Rema 1000 Herøya	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 35511444
node	429836708	59.7546290	10.8448930	Meny Langhus	Meny		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 64917171
node	431038571	63.4176247	10.4041519	SiT Storkiosk		Studentsamskipnaden i Trondheim	convenience						
node	433516267	59.7542860	10.8446506	Life Langhus		Life	convenience	Mo-Fr 10:00-18:00; Sa 09:00-15:00					+47 64862180
node	435619424	69.2397000	19.2270000	Extra Storsteinnes	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-storsteinnes-1963	+47 94 85 68 08
node	435770532	58.6287370	8.9158060	Meny Tvedestrand	Meny		supermarket	Mo-Sa 07:00-22:00					+47 37199200
node	435770556	58.6272780	8.9205850	Rema 1000 Tvedestrand	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 37161500
node	436632347	63.3737500	10.3465930	Extra Flatåsen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-flatasen-1818	+47 40 00 12 41
node	438179081	63.3080315	10.1764086	Kiwi Buvika	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 72865570
node	440093543	59.4287730	5.6208250	Coop Prix Skjoldastraumen	Coop Prix		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-prix/coop-prix-skjoldastraumen-1241	+47 90 67 96 71
node	440860256	60.3750710	6.7188600	Spar Kinsarvik	Spar		supermarket	"Mo-Sa 08:00-20:00, Su 10:00-18:00"					+47 53671170
node	441005248	60.7943110	11.0667830	Rema 1000 Basarene Hamar	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 62529720
node	441005396	60.7951273	11.0750384	Kiwi Holsetgården	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 62509400
node	441005494	60.7992590	11.0724640	Joker Skolegata	Joker		supermarket	"Mo-Fr 07:00-23:00, Sa-Su 09:00-23:00"					+47 47641038
node	441009942	60.8303190	11.0659970	Rema 1000 Olrud City Hamar	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 91118092
node	441010598	60.8017190	11.0351800	Rema 1000 Storhamar	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 62527173
node	441133328	59.4979710	5.9024500	Joker Vikedal	Joker		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"					+47 52760178
node	441225126	60.9862920	9.2352040	Extra Fagernes	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-fagernes-2096	+47 61 35 68 00
node	441225239	60.9858218	9.2381017				convenience						
node	441292595	58.3360240	8.5907810	Rema 1000 Grimstad	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 37043788
node	441346632	59.9241280	10.7416247	Coop Prix Waldemar Thranes gate	Coop Prix		supermarket	"Mo-Fr 07:00-24:00, Sa 08:00-24:00"				https://www.coop.no/butikker/coop-prix/coop-prix-waldemar-thranesgate-4675	+47 22 69 88 30
node	441346633	59.9256260	10.7454570	Rema 1000 Ila	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 22569921
node	441346634	59.9283380	10.7501520	Coop Mega Alexander Kiellands plass	Coop Mega		supermarket	"Mo-Fr 09:00-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-alexander-kiellandsp-4773	+47 22 04 04 20
node	441346635	59.9321528	10.7413457	Joker Geitmyrsveien	Joker		supermarket	"Mo-Sa 07:00-23:00, Su 09:00-23:00"					+47 47976296
node	441346636	59.9403050	10.7210270	Bunnpris Blindern	Bunnpris		supermarket	"Mo-Fr 07:00-21:00, Sa 11:00-18:00"					
node	441346639	59.9336850	10.7315990	Bunnpris Adamstuen	Bunnpris		supermarket	Mo-Fr 07:00-23:00; Sa-Su 08:00-23:00					+47 22608110
node	442359529	59.7350810	7.5524900	Joker Haukeligrend	Joker		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00, Su 10:00-20:00"					+47 90921173
node	442368336	59.5440040	5.3542800	Kiwi Sveio	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 53741090
node	442666097	59.9263160	10.7153820	Extra Neuberggata	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-neuberggt-4239	+47 22 44 63 98
node	443655216	59.9273239	10.7186217	Kiwi Sorgenfrigata	Kiwi		supermarket	Mo-Sa 08:00-23:00					+47 23330555
node	443810828	65.8622110	13.1970740	Extra Halsøy	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-halsoy-1675	+47 94 84 88 20
node	443812895	60.0587370	10.8667660	Bunnpris Nittedal	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-20:00"					+47 67072161
node	443815760	60.0095100	10.9217050	Coop Prix Slattum	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-slattum-1111	+47 67 07 73 10
node	443815767	59.9969707	10.9182634	Coop Mega Hagan	Coop Mega		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-mega/coop-mega-hagan-1092	+47 67 07 90 35
node	443840679	69.6355320	18.9347260	Rema 1000 Strandvegen	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 77634800
node	444550798	69.6597600	18.9499450	Coop Prix Myreng Tromsø	Coop Prix		supermarket	"Mo-Fr 07:00-23:00, Sa-Su 09:00-23:00"				https://www.coop.no/butikker/coop-prix/coop-prix-myreng-tromso-2764	+47 97 40 69 50
node	444668324	58.9667490	5.7340926	7-Eleven Byterminalen	7-Eleven		convenience	Mo-Su 06:00-04:00					
node	444855624	59.3958095	5.3039496	Spar Spannaveien	Spar		supermarket	"Mo-Fr 07:00-22:00, Sa-Su 09:00-20:00"					+47 52712976
node	445595252	59.2243000	10.9891810	Rema 1000 Sellebakk	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 69347860
